of,and,of the,for,in the,with,in,to,the,that,
31.343284,52.238806,7.462687,23.880597,4.477612,5.970149,14.925373,10.447761,31.343284,23.880597,
9.803922,58.823529,0.000000,9.803922,0.000000,0.000000,9.803922,29.411765,0.000000,39.215686,
27.600849,40.339703,12.738854,19.108280,4.246285,10.615711,6.369427,14.861996,16.985138,12.738854,
46.070461,62.330623,24.390244,10.840108,5.420054,8.130081,16.260163,8.130081,81.300813,8.130081,
14.184397,30.732861,2.364066,18.912530,7.092199,9.456265,28.368794,16.548463,21.276596,9.456265,
48.426150,16.949153,14.527845,14.527845,12.106538,2.421308,16.949153,7.263923,84.745763,12.106538,
42.328042,31.746032,26.455026,21.164021,5.291005,5.291005,5.291005,10.582011,89.947090,5.291005,
51.813472,46.632124,20.725389,0.000000,0.000000,0.000000,20.725389,31.088083,72.538860,10.362694,
36.363636,39.393939,9.090909,9.090909,21.212121,12.121212,24.242424,9.090909,57.575758,6.060606,
31.020408,64.489796,4.081633,8.163265,13.877551,9.795918,26.122449,22.857143,45.714286,11.428571,
39.711191,28.880866,14.440433,21.660650,0.000000,0.000000,3.610108,25.270758,46.931408,14.440433,
41.916168,65.868263,5.988024,5.988024,0.000000,8.982036,2.994012,14.970060,56.886228,11.976048,
41.666667,34.722222,17.361111,13.888889,10.416667,10.416667,27.777778,3.472222,41.666667,6.944444,
77.586207,51.724138,60.344828,8.620690,8.620690,0.000000,17.241379,8.620690,60.344828,0.000000,
25.641026,51.282051,0.000000,14.652015,0.000000,21.978022,7.326007,14.652015,69.597070,18.315018,
53.097345,26.548673,4.424779,22.123894,8.849558,0.000000,35.398230,8.849558,57.522124,13.274336,
28.985507,38.647343,4.830918,9.661836,4.830918,4.830918,14.492754,19.323671,24.154589,19.323671,
19.169329,57.507987,0.000000,31.948882,3.194888,3.194888,15.974441,9.584665,22.364217,9.584665,
53.097345,44.247788,0.000000,0.000000,8.849558,8.849558,26.548673,8.849558,70.796460,26.548673,
13.513514,37.162162,0.000000,3.378378,23.648649,6.756757,30.405405,6.756757,20.270270,10.135135,
29.579067,35.267349,10.238908,17.064846,9.101251,12.514221,23.890785,17.064846,46.643914,10.238908,
25.000000,50.000000,3.125000,12.500000,15.625000,6.250000,25.000000,15.625000,31.250000,9.375000,
17.361111,38.194444,17.361111,17.361111,3.472222,13.888889,20.833333,3.472222,45.138889,13.888889,
31.007752,31.007752,7.751938,19.379845,15.503876,7.751938,27.131783,15.503876,42.635659,15.503876,
32.608696,0.000000,10.869565,10.869565,0.000000,21.739130,0.000000,0.000000,86.956522,10.869565,
30.898876,33.707865,5.617978,11.235955,2.808989,2.808989,14.044944,8.426966,84.269663,16.853933,
30.150754,55.276382,10.050251,10.050251,15.075377,15.075377,30.150754,10.050251,50.251256,10.050251,
17.699115,39.823009,13.274336,17.699115,4.424779,8.849558,8.849558,17.699115,128.318584,13.274336,
63.492063,47.619048,26.455026,15.873016,5.291005,0.000000,10.582011,0.000000,89.947090,15.873016,
35.294118,52.941176,11.764706,11.764706,5.882353,29.411765,5.882353,5.882353,135.294118,5.882353,
6.369427,57.324841,0.000000,19.108280,6.369427,0.000000,19.108280,0.000000,70.063694,19.108280,
11.627907,58.139535,0.000000,11.627907,0.000000,46.511628,0.000000,11.627907,58.139535,23.255814,
28.901734,11.560694,17.341040,0.000000,0.000000,11.560694,17.341040,5.780347,23.121387,40.462428,
37.362637,46.153846,19.780220,17.582418,8.791209,2.197802,19.780220,19.780220,57.142857,8.791209,
17.543860,32.163743,5.847953,17.543860,2.923977,8.771930,11.695906,17.543860,58.479532,32.163743,
31.772575,28.428094,16.722408,15.050167,3.344482,11.705686,10.033445,15.050167,90.301003,13.377926,
36.392405,64.873418,6.329114,15.822785,7.911392,11.075949,23.734177,14.240506,50.632911,7.911392,
28.871391,47.244094,9.186352,13.123360,10.498688,14.435696,19.685039,14.435696,55.118110,20.997375,
45.255474,67.153285,11.678832,23.357664,8.759124,4.379562,27.737226,20.437956,65.693431,16.058394,
14.563107,38.834951,0.000000,14.563107,0.000000,14.563107,4.854369,0.000000,48.543689,9.708738,
22.471910,39.325843,5.617978,16.853933,1.872659,16.853933,5.617978,9.363296,39.325843,16.853933,
70.422535,7.042254,14.084507,7.042254,35.211268,7.042254,35.211268,0.000000,84.507042,0.000000,
56.497175,50.847458,22.598870,22.598870,11.299435,5.649718,16.949153,5.649718,50.847458,22.598870,
23.255814,40.697674,11.627907,17.441860,11.627907,17.441860,29.069767,5.813953,52.325581,11.627907,
63.380282,35.211268,49.295775,7.042254,7.042254,14.084507,14.084507,28.169014,105.633803,14.084507,
66.037736,37.735849,18.867925,0.000000,0.000000,0.000000,0.000000,0.000000,75.471698,28.301887,
25.547445,36.496350,3.649635,10.948905,14.598540,0.000000,18.248175,3.649635,62.043796,18.248175,
52.264808,31.358885,20.905923,10.452962,20.905923,3.484321,24.390244,3.484321,66.202091,0.000000,
30.303030,30.303030,30.303030,60.606061,0.000000,0.000000,0.000000,0.000000,90.909091,0.000000,
38.709677,19.354839,30.107527,21.505376,15.053763,4.301075,27.956989,10.752688,62.365591,17.204301,
18.984730,28.064383,2.063558,21.048287,3.301692,5.777961,14.857615,12.794057,18.572018,14.444903,
34.090909,22.727273,11.363636,22.727273,11.363636,22.727273,22.727273,0.000000,11.363636,34.090909,
0.000000,27.272727,0.000000,9.090909,0.000000,0.000000,9.090909,9.090909,72.727273,18.181818,
80.645161,16.129032,48.387097,24.193548,0.000000,0.000000,0.000000,8.064516,56.451613,16.129032,
63.829787,21.276596,10.638298,10.638298,10.638298,31.914894,10.638298,0.000000,74.468085,31.914894,
24.793388,16.528926,24.793388,0.000000,8.264463,0.000000,8.264463,8.264463,57.851240,0.000000,
27.777778,9.259259,18.518519,37.037037,9.259259,9.259259,18.518519,9.259259,64.814815,27.777778,
10.638298,21.276596,0.000000,21.276596,10.638298,42.553191,31.914894,0.000000,63.829787,31.914894,
54.545455,9.090909,27.272727,18.181818,18.181818,9.090909,36.363636,27.272727,81.818182,18.181818,
49.504950,29.702970,0.000000,9.900990,0.000000,9.900990,9.900990,0.000000,79.207921,39.603960,
25.210084,8.403361,25.210084,0.000000,8.403361,0.000000,8.403361,0.000000,58.823529,16.806723,
17.241379,25.862069,8.620690,43.103448,8.620690,25.862069,17.241379,8.620690,51.724138,25.862069,
16.666667,33.333333,0.000000,33.333333,16.666667,0.000000,50.000000,0.000000,0.000000,16.666667,
36.231884,21.739130,7.246377,39.855072,3.623188,14.492754,7.246377,10.869565,36.231884,3.623188,
43.478261,28.985507,0.000000,43.478261,0.000000,0.000000,14.492754,28.985507,130.434783,43.478261,
68.181818,45.454545,45.454545,0.000000,45.454545,0.000000,45.454545,0.000000,68.181818,22.727273,
57.750760,42.553191,21.276596,27.355623,9.118541,0.000000,21.276596,3.039514,72.948328,21.276596,
16.997167,25.495751,2.832861,152.974504,2.832861,5.665722,8.498584,36.827195,36.827195,11.331445,
54.545455,12.121212,6.060606,6.060606,12.121212,0.000000,18.181818,18.181818,42.424242,24.242424,
40.697674,23.255814,17.441860,29.069767,17.441860,11.627907,23.255814,0.000000,58.139535,5.813953,
12.195122,46.341463,7.317073,12.195122,7.317073,9.756098,29.268293,2.439024,26.829268,7.317073,
37.656904,8.368201,16.736402,16.736402,8.368201,0.000000,16.736402,8.368201,83.682008,12.552301,
24.630542,24.630542,4.926108,14.778325,0.000000,4.926108,14.778325,9.852217,49.261084,9.852217,
13.245033,13.245033,6.622517,33.112583,13.245033,19.867550,13.245033,0.000000,19.867550,13.245033,
19.841270,15.873016,0.000000,31.746032,3.968254,3.968254,23.809524,27.777778,27.777778,11.904762,
36.423841,46.357616,0.000000,0.000000,0.000000,0.000000,19.867550,13.245033,26.490066,46.357616,
54.380665,75.528701,12.084592,9.063444,0.000000,0.000000,12.084592,21.148036,45.317221,18.126888,
22.471910,16.853933,11.235955,22.471910,11.235955,0.000000,28.089888,11.235955,112.359551,22.471910,
23.411371,30.100334,10.033445,16.722408,6.688963,13.377926,23.411371,20.066890,76.923077,6.688963,
49.504950,79.207921,24.752475,14.851485,4.950495,0.000000,4.950495,0.000000,59.405941,4.950495,
27.972028,34.965035,0.000000,6.993007,13.986014,27.972028,55.944056,20.979021,83.916084,6.993007,
23.529412,35.294118,11.764706,11.764706,11.764706,47.058824,23.529412,11.764706,94.117647,11.764706,
50.096339,48.169557,13.487476,15.414258,11.560694,7.707129,17.341040,17.341040,40.462428,5.780347,
51.779935,55.016181,16.181230,22.653722,12.944984,6.472492,19.417476,19.417476,64.724919,16.181230,
36.968577,49.907579,11.090573,9.242144,7.393715,12.939002,18.484288,18.484288,55.452865,7.393715,
43.062201,47.846890,7.177033,16.746411,9.569378,4.784689,11.961722,21.531100,35.885167,4.784689,
45.197740,67.796610,5.649718,5.649718,11.299435,16.949153,14.124294,8.474576,39.548023,11.299435,
31.135531,32.967033,7.326007,9.157509,5.494505,18.315018,14.652015,16.483516,31.135531,14.652015,
34.063260,43.795620,2.433090,9.732360,9.732360,31.630170,17.031630,26.763990,48.661800,4.866180,
44.483986,46.263345,19.572954,8.896797,10.676157,8.896797,16.014235,16.014235,55.160142,21.352313,
38.194444,45.138889,17.361111,17.361111,10.416667,0.000000,24.305556,17.361111,27.777778,20.833333,
74.003795,5.692600,49.335863,3.795066,5.692600,7.590133,11.385199,18.975332,85.388994,28.462998,
41.984733,20.992366,17.175573,3.816794,5.725191,5.725191,17.175573,15.267176,70.610687,34.351145,
63.025210,10.504202,25.210084,6.302521,8.403361,6.302521,16.806723,12.605042,67.226891,27.310924,
45.000000,10.000000,22.500000,5.000000,5.000000,7.500000,5.000000,22.500000,62.500000,32.500000,
55.944056,17.482517,24.475524,0.000000,10.489510,6.993007,24.475524,12.237762,76.923077,27.972028,
73.529412,14.705882,44.117647,0.000000,7.352941,1.838235,11.029412,11.029412,82.720588,27.573529,
42.357274,31.307551,20.257827,9.208103,7.366483,7.366483,20.257827,29.465930,66.298343,20.257827,
37.815126,31.512605,6.302521,10.504202,8.403361,4.201681,10.504202,23.109244,35.714286,33.613445,
41.994751,52.493438,18.372703,5.249344,2.624672,10.498688,15.748031,13.123360,60.367454,20.997375,
29.644269,47.430830,9.881423,11.857708,0.000000,5.928854,9.881423,15.810277,51.383399,39.525692,
40.160643,32.128514,10.040161,6.024096,4.016064,12.048193,10.040161,14.056225,52.208835,10.040161,
49.900200,33.932136,31.936128,11.976048,9.980040,5.988024,21.956088,25.948104,71.856287,13.972056,
40.404040,44.444444,14.141414,10.101010,12.121212,4.040404,18.181818,24.242424,60.606061,28.282828,
22.968198,44.169611,7.067138,17.667845,8.833922,10.600707,12.367491,14.134276,33.568905,15.901060,
25.862069,50.000000,8.620690,12.068966,5.172414,8.620690,8.620690,31.034483,39.655172,17.241379,
42.145594,40.229885,5.747126,15.325670,11.494253,3.831418,22.988506,28.735632,32.567050,17.241379,
19.607843,28.322440,4.357298,10.893246,8.714597,6.535948,28.322440,23.965142,52.287582,23.965142,
30.434783,45.652174,4.347826,28.260870,4.347826,4.347826,10.869565,21.739130,58.695652,17.391304,
17.045455,11.363636,0.000000,7.575758,1.893939,5.681818,15.151515,11.363636,54.924242,56.818182,
11.764706,18.823529,2.352941,7.058824,7.058824,7.058824,18.823529,14.117647,70.588235,23.529412,
29.687500,45.312500,7.812500,10.937500,6.250000,7.812500,18.750000,4.687500,54.687500,12.500000,
42.826552,59.957173,10.706638,14.989293,6.423983,10.706638,12.847966,23.554604,44.967880,14.989293,
34.210526,47.368421,2.631579,5.263158,0.000000,10.526316,10.526316,23.684211,60.526316,34.210526,
32.697548,55.858311,6.811989,17.711172,2.724796,4.087193,24.523161,24.523161,35.422343,29.972752,
25.145068,56.092843,5.802708,17.408124,0.000000,0.000000,17.408124,71.566731,40.618956,46.421663,
28.947368,42.105263,0.000000,15.789474,0.000000,10.526316,7.894737,7.894737,42.105263,21.052632,
35.647280,46.904315,5.628518,22.514071,3.752345,9.380863,18.761726,33.771107,43.151970,24.390244,
23.255814,36.544850,6.644518,23.255814,0.000000,13.289037,9.966777,13.289037,49.833887,33.222591,
42.139384,27.552674,6.482982,17.828201,11.345219,1.620746,19.448947,25.931929,55.105348,25.931929,
31.067961,31.067961,9.708738,9.708738,3.883495,7.766990,11.650485,36.893204,48.543689,29.126214,
25.225225,43.243243,3.603604,16.216216,5.405405,7.207207,21.621622,34.234234,64.864865,32.432432,
32.338308,42.288557,14.925373,14.925373,2.487562,0.000000,17.412935,17.412935,57.213930,14.925373,
29.304029,40.293040,3.663004,25.641026,25.641026,3.663004,32.967033,10.989011,62.271062,21.978022,
40.322581,53.763441,18.817204,5.376344,10.752688,2.688172,16.129032,8.064516,96.774194,8.064516,
61.349693,9.202454,9.202454,6.134969,3.067485,15.337423,9.202454,6.134969,42.944785,3.067485,
37.037037,42.735043,19.943020,11.396011,5.698006,11.396011,8.547009,5.698006,88.319088,8.547009,
69.686411,27.874564,20.905923,3.484321,17.421603,13.937282,20.905923,3.484321,41.811847,17.421603,
55.096419,38.567493,2.754821,2.754821,0.000000,22.038567,2.754821,5.509642,46.831956,11.019284,
32.745592,22.670025,10.075567,5.037783,0.000000,25.188917,2.518892,10.075567,32.745592,12.594458,
35.460993,39.007092,3.546099,3.546099,7.092199,10.638298,7.092199,17.730496,60.283688,17.730496,
51.369863,30.821918,10.273973,10.273973,6.849315,6.849315,10.273973,17.123288,61.643836,10.273973,
30.555556,19.444444,2.777778,13.888889,5.555556,2.777778,8.333333,16.666667,33.333333,22.222222,
50.131926,51.451187,11.873351,7.915567,2.638522,10.554090,9.234828,7.915567,56.728232,5.277045,
72.310406,82.892416,24.691358,17.636684,8.818342,0.000000,17.636684,17.636684,68.783069,17.636684,
52.810903,91.993186,11.925043,11.925043,1.703578,10.221465,8.517888,13.628620,112.436116,8.517888,
57.142857,76.190476,14.285714,23.809524,4.761905,0.000000,28.571429,9.523810,61.904762,33.333333,
39.397451,75.318656,16.222480,10.428737,5.793743,5.793743,16.222480,10.428737,45.191194,25.492468,
32.786885,84.699454,10.928962,8.196721,5.464481,21.857923,13.661202,0.000000,57.377049,5.464481,
56.277056,64.935065,12.987013,18.759019,15.873016,10.101010,20.202020,15.873016,66.378066,25.974026,
34.050179,93.189964,1.792115,21.505376,1.792115,5.376344,16.129032,28.673835,60.931900,12.544803,
50.083472,63.439065,15.025042,18.363940,6.677796,10.016694,18.363940,6.677796,80.133556,10.016694,
51.724138,53.879310,14.008621,11.853448,3.232759,4.310345,11.853448,17.241379,66.810345,19.396552,
71.290944,84.778420,30.828516,9.633911,5.780347,13.487476,11.560694,7.707129,96.339114,7.707129,
37.313433,37.313433,7.462687,22.388060,7.462687,14.925373,29.850746,0.000000,44.776119,22.388060,
50.347222,52.083333,20.833333,10.416667,5.208333,1.736111,17.361111,15.625000,65.972222,10.416667,
42.056075,52.570093,18.691589,12.850467,4.672897,8.177570,17.523364,14.018692,74.766355,19.859813,
60.150376,41.353383,7.518797,30.075188,11.278195,7.518797,18.796992,22.556391,56.390977,7.518797,
53.012048,40.963855,21.686747,24.096386,7.228916,9.638554,14.457831,16.867470,74.698795,16.867470,
67.757009,56.074766,14.018692,2.336449,14.018692,4.672897,21.028037,18.691589,74.766355,21.028037,
50.980392,58.823529,23.529412,7.843137,7.843137,7.843137,19.607843,19.607843,86.274510,7.843137,
54.794521,79.452055,16.438356,6.849315,10.958904,4.109589,24.657534,15.068493,80.821918,19.178082,
47.337278,106.508876,0.000000,11.834320,0.000000,5.917160,5.917160,11.834320,76.923077,11.834320,
74.340528,40.767386,19.184652,9.592326,9.592326,11.990408,14.388489,9.592326,76.738609,9.592326,
56.296296,71.111111,13.333333,8.888889,2.962963,8.888889,17.777778,23.703704,60.740741,23.703704,
53.304904,25.586354,19.189765,14.925373,2.132196,2.132196,6.396588,29.850746,68.230277,19.189765,
40.540541,48.986486,27.027027,6.756757,13.513514,23.648649,20.270270,10.135135,109.797297,15.202703,
57.742782,36.745407,15.748031,20.997375,2.624672,5.249344,23.622047,15.748031,76.115486,7.874016,
34.545455,21.818182,16.363636,23.636364,14.545455,9.090909,32.727273,12.727273,54.545455,9.090909,
34.567901,54.320988,9.876543,2.469136,12.345679,12.345679,29.629630,14.814815,56.790123,37.037037,
31.941032,50.368550,7.371007,18.427518,2.457002,14.742015,17.199017,19.656020,66.339066,17.199017,
44.474394,70.080863,10.781671,12.129380,6.738544,10.781671,9.433962,12.129380,49.865229,24.258760,
55.712937,51.935788,17.941454,11.331445,7.554297,11.331445,21.718602,23.607177,66.100094,17.941454,
43.478261,62.111801,6.211180,24.844720,0.000000,3.105590,15.527950,12.422360,59.006211,15.527950,
38.990826,59.633028,16.055046,20.642202,6.880734,2.293578,25.229358,16.055046,82.568807,13.761468,
37.606838,34.188034,8.547009,5.128205,3.418803,10.256410,6.837607,6.837607,66.666667,20.512821,
42.145594,78.544061,15.325670,22.988506,3.831418,21.072797,11.494253,13.409962,76.628352,3.831418,
43.321300,86.642599,18.050542,10.830325,10.830325,18.050542,10.830325,7.220217,72.202166,3.610108,
55.072464,52.173913,14.492754,10.144928,13.043478,7.246377,14.492754,28.985507,49.275362,13.043478,
57.471264,69.849691,16.799293,7.073386,3.536693,5.305040,9.725906,17.683466,68.965517,12.378426,
43.918919,33.783784,16.891892,13.513514,8.445946,6.756757,16.891892,18.581081,52.364865,10.135135,
41.044776,63.432836,11.194030,7.462687,3.731343,0.000000,33.582090,14.925373,44.776119,37.313433,
28.894472,51.507538,17.587940,10.050251,6.281407,11.306533,13.819095,13.819095,64.070352,22.613065,
26.119403,63.432836,6.218905,8.706468,6.218905,9.950249,7.462687,11.194030,65.920398,28.606965,
17.751479,54.733728,8.875740,13.313609,4.437870,0.000000,16.272189,20.710059,56.213018,25.147929,
15.471167,45.007032,4.219409,16.877637,9.845288,12.658228,12.658228,12.658228,53.445851,16.877637,
21.444695,65.462754,3.386005,13.544018,4.514673,9.029345,9.029345,10.158014,53.047404,23.702032,
33.591731,51.679587,7.751938,5.167959,3.875969,3.875969,16.795866,12.919897,55.555556,23.255814,
17.543860,58.479532,5.847953,5.847953,2.923977,0.000000,8.771930,17.543860,40.935673,11.695906,
29.723992,36.093418,6.369427,14.861996,4.246285,8.492569,16.985138,16.985138,42.462845,10.615711,
31.897927,43.062201,12.759171,14.354067,1.594896,3.189793,6.379585,11.164274,57.416268,12.759171,
27.681661,58.823529,8.073818,11.534025,3.460208,11.534025,16.147636,23.068051,53.056517,18.454441,
19.178082,27.397260,5.479452,10.958904,8.219178,8.219178,16.438356,24.657534,43.835616,35.616438,
46.692607,54.474708,23.346304,12.970169,5.188067,2.594034,10.376135,12.970169,64.850843,28.534371,
32.098765,27.160494,7.407407,24.691358,2.469136,4.938272,4.938272,7.407407,61.728395,32.098765,
36.175711,59.431525,12.919897,20.671835,0.000000,18.087855,7.751938,12.919897,41.343669,2.583979,
42.596349,46.653144,12.170385,32.454361,2.028398,14.198783,10.141988,6.085193,58.823529,18.255578,
17.543860,72.681704,10.025063,30.075188,2.506266,7.518797,5.012531,17.543860,57.644110,27.568922,
33.240997,47.091413,11.080332,13.850416,2.770083,2.770083,8.310249,36.011080,47.091413,30.470914,
31.634446,56.239016,14.059754,12.302285,7.029877,7.029877,14.059754,22.847100,47.451670,12.302285,
36.398467,67.049808,11.494253,5.747126,3.831418,3.831418,11.494253,34.482759,61.302682,17.241379,
27.072758,60.913706,8.460237,27.072758,3.384095,10.152284,20.304569,11.844332,33.840948,18.612521,
45.112782,57.142857,13.533835,18.045113,0.000000,3.007519,6.015038,10.526316,69.172932,13.533835,
44.736842,44.736842,18.421053,23.684211,2.631579,13.157895,21.052632,28.947368,84.210526,21.052632,
33.149171,49.723757,19.337017,16.574586,11.049724,2.762431,13.812155,5.524862,60.773481,11.049724,
40.892193,53.903346,9.293680,7.434944,5.576208,7.434944,26.022305,22.304833,44.609665,22.304833,
12.987013,38.961039,3.246753,25.974026,0.000000,3.246753,6.493506,12.987013,42.207792,29.220779,
31.872510,53.120850,2.656042,25.232404,6.640106,1.328021,22.576361,9.296149,46.480744,27.888446,
22.194821,62.885327,8.631319,17.262639,2.466091,12.330456,11.097411,22.194821,48.088779,27.127004,
62.500000,51.136364,24.621212,13.257576,11.363636,3.787879,15.151515,20.833333,66.287879,5.681818,
36.310108,41.216879,8.832188,8.832188,6.869480,4.906771,15.701668,11.776251,44.160942,16.683023,
29.925187,58.603491,11.221945,16.209476,6.234414,12.468828,11.221945,16.209476,56.109726,8.728180,
31.358885,56.910569,13.937282,15.098722,2.322880,4.645761,15.098722,12.775842,54.587689,10.452962,
21.739130,49.199085,10.297483,10.297483,6.864989,2.288330,17.162471,6.864989,45.766590,9.153318,
36.275695,42.321644,14.510278,18.137848,2.418380,8.464329,14.510278,10.882709,59.250302,6.045949,
44.329897,55.670103,16.494845,13.402062,10.309278,0.000000,22.680412,22.680412,53.608247,11.340206,
50.991501,49.575071,21.246459,12.747875,2.832861,4.249292,16.997167,9.915014,73.654391,11.331445,
34.974093,56.994819,7.772021,24.611399,7.772021,7.772021,16.839378,10.362694,60.880829,22.020725,
48.961424,47.477745,22.255193,16.320475,2.967359,10.385757,14.836795,13.353116,65.281899,10.385757,
57.409880,38.718291,10.680908,13.351135,10.680908,6.675567,13.351135,22.696929,56.074766,20.026702,
38.602941,31.250000,12.867647,9.191176,7.352941,9.191176,9.191176,20.220588,47.794118,9.191176,
28.416779,55.480379,8.119080,17.591340,2.706360,5.412720,10.825440,20.297700,67.658999,13.531800,
20.348837,47.965116,4.360465,20.348837,8.720930,10.174419,15.988372,10.174419,58.139535,10.174419,
37.037037,52.706553,15.669516,17.094017,5.698006,8.547009,11.396011,29.914530,47.008547,8.547009,
38.626609,57.224607,14.306152,22.889843,1.430615,2.861230,11.444921,14.306152,54.363376,15.736767,
42.219542,60.313631,6.031363,9.650181,13.268999,3.618818,25.331725,14.475271,71.170084,13.268999,
28.831563,45.523520,9.104704,10.622155,6.069803,7.587253,15.174507,44.006070,50.075873,12.139605,
68.391867,64.695009,24.029575,5.545287,5.545287,5.545287,11.090573,14.787431,70.240296,16.635860,
31.986532,62.289562,13.468013,11.784512,6.734007,8.417508,15.151515,15.151515,55.555556,13.468013,
62.248996,62.248996,20.080321,12.048193,4.016064,10.040161,16.064257,8.032129,72.289157,18.072289,
39.426523,59.737157,9.557945,19.115890,2.389486,7.168459,14.336918,10.752688,48.984468,14.336918,
43.001686,51.433390,20.236088,8.431703,5.902192,0.843170,14.333895,10.118044,62.394604,16.863406,
41.551247,69.252078,11.080332,13.850416,2.770083,5.540166,8.310249,16.620499,63.711911,22.160665,
68.541301,79.964851,30.755712,9.666081,4.393673,4.393673,5.272408,21.968366,78.207381,13.181019,
55.000000,52.500000,27.500000,6.250000,11.250000,7.500000,15.000000,33.750000,75.000000,11.250000,
65.616798,64.304462,19.685039,6.561680,5.249344,5.249344,9.186352,34.120735,82.677165,20.997375,
85.185185,31.481481,25.925926,5.555556,20.370370,1.851852,24.074074,11.111111,98.148148,18.518519,
46.766169,61.691542,9.950249,10.945274,6.965174,5.970149,20.895522,25.870647,76.616915,18.905473,
37.656904,54.393305,4.184100,19.525802,1.394700,9.762901,8.368201,12.552301,48.814505,22.315202,
37.867079,53.323029,13.137558,20.092736,6.955178,13.910355,13.137558,17.001546,74.188563,13.910355,
60.754190,64.944134,23.743017,13.268156,12.569832,9.078212,23.743017,22.346369,57.262570,13.966480,
57.007126,65.320665,20.190024,11.876485,11.876485,5.938242,21.377672,20.190024,78.384798,17.814727,
54.611650,64.320388,18.203883,10.922330,2.427184,7.281553,9.708738,23.058252,70.388350,13.349515,
74.581431,41.095890,24.353120,10.654490,4.566210,0.000000,10.654490,21.308980,63.926941,10.654490,
59.459459,52.252252,14.414414,1.801802,25.225225,2.702703,31.531532,17.117117,91.891892,17.117117,
55.646481,37.643208,18.003273,11.456628,9.819967,4.909984,18.003273,22.913257,75.286416,14.729951,
37.601626,46.747967,15.243902,8.130081,13.211382,9.146341,18.292683,19.308943,70.121951,18.292683,
82.568807,55.045872,38.532110,7.339450,16.513761,7.339450,25.688073,16.513761,71.559633,14.678899,
57.268722,63.142438,11.747430,4.405286,7.342144,7.342144,19.089574,27.900147,71.953010,20.558003,
75.301205,58.734940,19.578313,4.518072,6.024096,21.084337,13.554217,24.096386,87.349398,28.614458,
38.759690,46.511628,14.211886,12.919897,2.583979,5.167959,7.751938,27.131783,68.475452,16.795866,
76.086957,58.695652,26.086957,13.043478,15.217391,6.521739,23.913043,26.086957,76.086957,13.043478,
57.817590,57.817590,8.957655,6.514658,15.472313,2.442997,23.615635,26.872964,58.631922,25.244300,
39.473684,19.736842,0.000000,26.315789,6.578947,0.000000,26.315789,6.578947,59.210526,19.736842,
46.285018,64.555420,6.090134,14.616322,4.872107,7.308161,17.052375,8.526188,77.953715,8.526188,
65.116279,46.511628,37.209302,9.302326,0.000000,4.651163,0.000000,18.604651,83.720930,27.906977,
40.102389,63.139932,5.972696,20.477816,7.679181,3.412969,17.918089,9.385666,60.580205,17.064846,
40.677966,52.542373,10.169492,10.169492,6.779661,2.542373,16.949153,10.169492,58.474576,19.491525,
47.945205,54.794521,15.753425,10.273973,3.424658,2.054795,14.383562,11.643836,63.698630,16.438356,
42.093902,53.966541,9.174312,12.951970,6.475985,11.332974,19.427955,10.793308,67.997841,14.031301,
88.454376,74.487896,40.037244,4.655493,23.277467,3.724395,31.657356,11.173184,82.867784,16.759777,
19.788918,29.023747,1.319261,18.469657,7.915567,2.638522,13.192612,13.192612,44.854881,17.150396,
50.962627,37.372593,18.120045,9.060023,18.120045,4.530011,23.782559,14.722537,65.685164,11.325028,
29.680365,38.812785,11.415525,10.273973,5.707763,12.557078,15.981735,13.698630,37.671233,14.840183,
61.872910,16.722408,30.100334,16.722408,15.050167,5.016722,26.755853,6.688963,61.872910,18.394649,
37.162162,33.783784,13.513514,16.891892,3.378378,6.756757,6.756757,23.648649,54.054054,6.756757,
72.413793,59.770115,28.735632,5.747126,11.494253,1.149425,11.494253,6.896552,82.758621,8.045977,
32.967033,76.923077,0.000000,10.989011,0.000000,3.663004,0.000000,7.326007,10.989011,21.978022,
42.027194,55.624227,12.360939,7.416564,1.236094,8.652658,8.652658,16.069221,40.791100,13.597033,
42.389210,75.144509,11.560694,11.560694,0.000000,7.707129,7.707129,13.487476,34.682081,9.633911,
28.662420,66.878981,9.554140,4.777070,14.331210,9.554140,33.439490,7.961783,46.178344,14.331210,
27.659574,70.212766,12.765957,6.382979,2.127660,8.510638,12.765957,10.638298,68.085106,27.659574,
41.666667,53.385417,16.927083,16.927083,10.416667,3.906250,11.718750,13.020833,65.104167,13.020833,
67.175573,53.435115,25.954198,4.580153,18.320611,6.106870,27.480916,16.793893,68.702290,12.213740,
32.500000,75.000000,15.000000,7.500000,5.000000,17.500000,20.000000,12.500000,80.000000,12.500000,
53.110774,68.285281,25.796662,4.552352,4.552352,7.587253,16.691958,6.069803,109.256449,12.139605,
54.091540,55.478502,22.191401,4.160888,6.934813,2.773925,15.256588,4.160888,73.509015,12.482663,
38.798498,48.811014,15.018773,12.515645,10.012516,8.760951,23.779725,15.018773,53.817272,23.779725,
32.520325,52.845528,8.130081,6.775068,8.130081,8.130081,13.550136,18.970190,60.975610,29.810298,
36.193029,57.640751,12.064343,2.680965,0.000000,1.340483,14.745308,10.723861,52.278820,26.809651,
39.024390,29.268293,14.634146,24.390244,0.000000,0.000000,0.000000,14.634146,78.048780,4.878049,
26.373626,71.978022,4.945055,6.043956,4.945055,13.186813,18.681319,13.186813,25.824176,15.934066,
36.222510,59.508409,15.523933,2.587322,7.761966,10.349288,15.523933,9.055627,47.865459,21.992238,
27.203482,42.437432,13.057671,5.440696,1.088139,2.176279,10.881393,13.057671,51.142546,32.644178,
