saith the,the king,saith,love,children of,the children,jesus christ,faith,he that,jesus,
0.000000,0.000000,0.000000,0.000000,9.416196,9.416196,0.000000,0.000000,1.883239,0.000000,
0.000000,0.000000,0.000000,0.000000,4.301075,4.301075,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,4.273504,4.273504,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,1.782531,1.782531,3.565062,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,1.119821,0.000000,0.000000,0.000000,0.000000,5.599104,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.531646,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,6.097561,6.097561,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,2.159827,2.159827,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,3.584229,3.584229,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,6.477733,6.477733,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,2.982849,2.982849,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,4.123711,4.123711,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,6.849315,6.849315,0.000000,0.000000,0.000000,0.000000,
0.915751,0.000000,0.915751,0.000000,1.831502,1.831502,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,2.816901,2.816901,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,3.988036,4.985045,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,6.097561,6.097561,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,1.121076,1.121076,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,4.854369,4.854369,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,1.218027,1.218027,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,1.904762,1.904762,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.864304,0.864304,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.383126,0.000000,
0.000000,0.000000,0.000000,0.000000,1.121076,1.121076,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,5.681818,5.681818,0.000000,0.000000,0.946970,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,1.602564,1.602564,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,3.184713,3.184713,0.000000,0.000000,0.000000,0.000000,
